Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : EL MARONAL
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,CURIMANA
Latitud :,8°27'0'',Longitud :,75°5'48.5'',Altitud :,178 msnm.
Tipo :,CP - Meteorológica,Código :,108027
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-08-01,33.6,21.6,S/D,0.0
2019-08-02,33.8,21.2,S/D,0.0
2019-08-03,29.6,18.6,S/D,13.6
2019-08-04,31.6,18,S/D,0.0
2019-08-05,32.6,17.6,S/D,0.0
2019-08-06,33.4,17.6,S/D,0.0
2019-08-07,33,19.6,S/D,0.0
2019-08-08,32.4,19,S/D,0.0
2019-08-09,34,20.2,S/D,0.0
2019-08-10,32,21.6,S/D,0.0
2019-08-11,33.8,20.6,S/D,0.0
2019-08-12,32.8,23.4,S/D,0.0
2019-08-13,33.6,19.8,S/D,0.0
2019-08-14,32.4,19.2,S/D,0.0
2019-08-15,34,18.6,S/D,0.0
2019-08-16,33,19.4,S/D,0.0
2019-08-17,33.8,18.4,S/D,0.0
2019-08-18,33.4,19.6,S/D,0.0
2019-08-19,35.6,20.6,S/D,0.0
2019-08-20,34.2,19.2,S/D,0.0
2019-08-21,34,20.4,S/D,0.0
2019-08-22,34.4,19.6,S/D,0.0
2019-08-23,33.8,20,S/D,0.0
2019-08-24,31.2,18.6,S/D,15.6
2019-08-25,30.2,18,S/D,0.0
2019-08-26,32.6,19.6,S/D,0.0
2019-08-27,33,20.6,S/D,0.0
2019-08-28,34.2,19.4,S/D,0.0
2019-08-29,34.2,18.8,S/D,0.0
2019-08-30,34,20.6,S/D,0.0
2019-08-31,33.6,19.4,S/D,0.0
2019-09-01,33.8,21,S/D,0.0
